"BUYER","BUYER_STATE","BUYER_COUNTRY"
8224,"CH","MEX"
8225,"SD","USA"
8226,"NM","USA"
8229,"TX","USA"
8230,"  ","   "
8231,"PA","USA"
8232,"CR","CRI"
8235,"AZ","USA"
8236,"AR","USA"
8237,"KY","USA"
8238,"CA","USA"
8240,"CH","MEX"
8241,"GH","GHA"
8242,"RS","RUS"
8243,"SV","SLV"
8245,"FL","USA"
8246,"FL","USA"
8247,"GT","GTM"
8248,"MA","USA"
8249,"CA","USA"
8250,"TN","USA"
8251,"IN","USA"
8252,"GA","USA"
8253,"SC","USA"
8254,"AZ","USA"
8255,"GH","GHA"
8256,"JL","MEX"
8257,"GA","USA"
8258,"GA","USA"
8259,"HN","HND"
8260,"FL","USA"
8261,"BS","BHS"
8262,"WA","USA"
8263,"TM","MEX"
8264,"SV","SLV"
8265,"FL","USA"
8266,"PA","USA"
8267,"SA","MEX"
8268,"HN","HND"
8270,"FL","USA"
8271,"CC","CUR"
8272,"GT","GTM"
8273,"TX","USA"
8275,"JL","MEX"
8277,"GT","GTM"
8278,"LA","USA"
8279,"GA","USA"
8280,"IL","USA"
8281,"DE","USA"
8282,"IL","USA"
8283,"TN","USA"
8284,"IL","USA"
8285,"GA","USA"
8286,"FL","USA"
8287,"MI","USA"
8288,"GT","GTM"
8289,"MA","USA"
8290,"IQ","IRQ"
8291,"NG","NGA"
8293,"FL","USA"
8294,"FL","USA"
8295,"FL","USA"
8296,"MO","USA"
8297,"FL","USA"
8298,"NV","USA"
8299,"CA","USA"
8300,"FL","USA"
8301,"MO","USA"
8302,"FL","USA"
8303,"LY","LBY"
8305,"GH","GHA"
8306,"GE","GEO"
8308,"TX","USA"
8309,"FL","USA"
8310,"GT","GTM"
8311,"GT","GTM"
8312,"IA","USA"
8313,"FL","USA"
8315,"SC","USA"
8316,"IN","USA"
8318,"OH","USA"
8319,"CO","USA"
8320,"FL","USA"
8321,"KY","USA"
8325,"WA","USA"
8326,"KY","USA"
8327,"GE","GEO"
8328,"NG","NGA"
8331,"GE","GEO"
8332,"CO","USA"
8333,"TM","MEX"
8334,"AZ","USA"
8336,"NY","USA"
8337,"OR","USA"
8338,"CA","USA"
8339,"JN","JOR"
8340,"BS","BHS"
8341,"FL","USA"
8342,"SV","SLV"
8343,"IL","USA"
8344,"FL","USA"
8345,"CT","USA"
8346,"CA","USA"
8347,"TX","USA"
8348,"FL","USA"
8349,"KY","USA"
8351,"SV","SLV"
8352,"TX","USA"
8354,"GE","GEO"
8355,"GE","GEO"
8356,"TN","USA"
8357,"CA","USA"
8358,"CA","USA"
8359,"FL","USA"
8360,"JN","JOR"
8363,"TM","MEX"
8364,"CA","USA"
8365,"FL","USA"
8367,"IA","USA"
8368,"GE","GEO"
8369,"MA","USA"
8370,"GE","GEO"
8371,"BJ","MEX"
8373,"AR","USA"
8374,"BS","BHS"
8375,"CH","MEX"
8376,"FL","USA"
8377,"FL","USA"
8378,"VI","USA"
8379,"PA","USA"
8380,"NG","NGA"
8381,"SN","MEX"
8382,"MD","USA"
8383,"GA","USA"
8384,"CA","USA"
8385,"CA","USA"
8386,"FL","USA"
8387,"TX","USA"
8388,"PL","POL"
8390,"GT","GTM"
8391,"OM","OMN"
8394,"CA","USA"
8395,"GT","GTM"
8397,"CA","USA"
8398,"TM","MEX"
8399,"IN","USA"
8400,"CO","USA"
8401,"TM","MEX"
8402,"KY","USA"
8403,"FL","USA"
8404,"KY","USA"
8405,"HN","HND"
8406,"AR","USA"
8407,"TN","USA"
8408,"NE","USA"
8409,"AZ","USA"
8410,"GT","GTM"
8411,"IL","USA"
8412,"CA","USA"
8413,"MN","USA"
8415,"CA","USA"
8417,"NC","USA"
8418,"NJ","USA"
8421,"NM","USA"
8423,"NE","USA"
8425,"OH","USA"
8426,"CA","USA"
8427,"GT","GTM"
8428,"CA","USA"
8429,"GH","GHA"
8430,"FL","USA"
8431,"AR","USA"
8433,"TX","USA"
8434,"FL","USA"
8437,"NG","NGA"
8438,"AB","CAN"
8439,"NC","USA"
8441,"TX","USA"
8442,"FL","USA"
8444,"GH","GHA"
8445,"CA","USA"
8446,"IL","USA"
8449,"OR","USA"
8451,"NC","USA"
8452,"AZ","USA"
8453,"DO","DOM"
8454,"FL","USA"
8455,"FL","USA"
8456,"JL","MEX"
8458,"IN","USA"
8459,"TX","USA"
8460,"GA","USA"
8461,"IN","USA"
8462,"FL","USA"
8463,"GA","USA"
8464,"OK","USA"
8465,"MO","USA"
8466,"AM","ARM"
8467,"KY","USA"
8468,"UE","ARE"
8469,"GE","GEO"
8471,"CI","CHL"
8472,"PA","USA"
8473,"CA","USA"
8474,"CA","USA"
8475,"CA","USA"
8476,"CA","USA"
8477,"KY","USA"
8480,"CA","USA"
8482,"IN","USA"
8483,"SN","MEX"
8484,"AB","CAN"
8485,"MD","USA"
8486,"AZ","USA"
8487,"GE","GEO"
8488,"GE","GEO"
8490,"OK","USA"
8491,"BJ","MEX"
8492,"TX","USA"
8493,"CO","USA"
8494,"TX","USA"
8495,"MA","USA"
8496,"AF","AFG"
8497,"BJ","MEX"
8498,"PL","POL"
8499,"GT","GTM"
8500,"ON","CAN"
8501,"CA","USA"
8502,"FL","USA"
8503,"KY","USA"
8504,"OM","OMN"
8505,"AB","CAN"
8506,"GE","GEO"
8508,"TN","USA"
8510,"GA","USA"
8513,"JL","MEX"
8515,"WA","USA"
8516,"IA","USA"
8517,"CA","USA"
8518,"GT","GTM"
8519,"LY","LBY"
8520,"FL","USA"
8521,"AR","USA"
8528,"SV","SLV"
8532,"TX","USA"
8533,"VA","USA"
8534,"TX","USA"
8536,"TX","USA"
8537,"AR","USA"
8538,"CA","USA"
8540,"CA","USA"
8541,"JN","JOR"
8542,"FL","USA"
8545,"KY","USA"
8546,"BJ","MEX"
8547,"OR","USA"
8548,"MI","USA"
8549,"FL","USA"
8550,"TN","USA"
8552,"CA","USA"
8554,"CA","USA"
8555,"AB","CAN"
8556,"TX","USA"
8557,"OR","USA"
8558,"GT","GTM"
8559,"LB","LBN"
8560,"NG","NGA"
8562,"MD","USA"
8563,"CA","USA"
8564,"CA","USA"
8565,"AZ","USA"
8567,"KM","KHM"
8568,"FL","USA"
8569,"NC","USA"
8570,"UE","ARE"
8571,"DU","DEU"
8572,"  ","   "
8573,"UE","ARE"
8574,"TX","USA"
8576,"FL","USA"
8577,"GT","GTM"
8578,"PL","POL"
8579,"AB","CAN"
8580,"TM","MEX"
8581,"GT","GTM"
8582,"OK","USA"
8583,"AF","AFG"
8584,"TX","USA"
8585,"FL","USA"
8586,"AZ","USA"
8587,"PA","USA"
8588,"PA","USA"
8590,"JN","JOR"
8592,"TX","USA"
8593,"FL","USA"
8594,"AB","CAN"
8595,"TX","USA"
8596,"NJ","USA"
8597,"NJ","USA"
8600,"CA","USA"
8601,"FL","USA"
8602,"NG","NGA"
8603,"AR","USA"
8604,"TX","USA"
8605,"CA","USA"
8606,"MN","USA"
8608,"SV","SLV"
8610,"MN","USA"
8611,"BS","BHS"
8612,"GT","GTM"
8614,"NG","NGA"
8615,"AL","USA"
8616,"ME","USA"
8617,"GA","USA"
8618,"PA","USA"
8619,"OH","USA"
8620,"BZ","BLZ"
8621,"KY","USA"
8622,"KS","USA"
8623,"CO","USA"
8624,"AB","CAN"
8625,"AB","CAN"
8626,"GH","GHA"
8627,"OH","USA"
8628,"NC","USA"
8629,"IL","USA"
8631,"BS","BHS"
8632,"GH","GHA"
8633,"FL","USA"
8634,"MI","USA"
8635,"IN","USA"
8636,"NC","USA"
8637,"GA","USA"
8639,"FL","USA"
8641,"AB","CAN"
8643,"LY","LBY"
8644,"GN","MEX"
8645,"OK","USA"
8646,"NG","NGA"
8647,"AF","AFG"
8648,"SV","SLV"
8649,"GT","GTM"
8650,"AZ","USA"
8652,"NC","USA"
8653,"CA","USA"
8656,"AK","USA"
8658,"AK","USA"
8659,"FL","USA"
8661,"FL","USA"
8663,"AL","USA"
8665,"TM","MEX"
8666,"AK","USA"
8668,"  ","   "
8669,"FL","USA"
8671,"AF","AFG"
8672,"CA","USA"
8673,"MI","USA"
8677,"BS","BHS"
8678,"GT","GTM"
8679,"OH","USA"
8681,"AZ","USA"
8682,"GT","GTM"
8683,"AF","AFG"
8684,"LY","LBY"
8685,"DE","USA"
8686,"AZ","USA"
8687,"AF","AFG"
8688,"KY","USA"
8691,"DE","USA"
8692,"FL","USA"
8693,"SV","SLV"
8694,"NG","NGA"
8696,"MI","USA"
8697,"NY","USA"
8698,"FL","USA"
8699,"TN","USA"
8700,"IL","USA"
8701,"CO","USA"
8702,"ON","CAN"
8703,"GT","GTM"
8704,"FL","USA"
8705,"FL","USA"
8706,"OH","USA"
8707,"BS","BHS"
8708,"TX","USA"
8709,"AB","CAN"
8711,"OR","USA"
8712,"FL","USA"
8713,"FL","USA"
8714,"NJ","USA"
8717,"AB","CAN"
8718,"GT","GTM"
8719,"IN","USA"
8720,"AZ","USA"
8721,"FL","USA"
8723,"HN","HND"
8724,"CA","USA"
8725,"FL","USA"
8726,"NC","USA"
8727,"OR","USA"
8728,"GU","USA"
8729,"CA","USA"
8730,"CA","USA"
8731,"KY","USA"
8732,"CR","CRI"
8733,"MO","USA"
8734,"MN","USA"
8735,"OH","USA"
8737,"GT","GTM"
8738,"TM","MEX"
8739,"GB","GBR"
8740,"CH","MEX"
8741,"CA","USA"
8742,"AB","CAN"
8743,"GA","USA"
8744,"FL","USA"
8745,"TN","USA"
8746,"OR","USA"
8747,"CA","USA"
8748,"AZ","USA"
8749,"AR","USA"
8750,"PA","USA"
8751,"MI","USA"
8752,"FL","USA"
8753,"DO","DOM"
8754,"TM","MEX"
8755,"OH","USA"
8756,"PA","USA"
8757,"PB","MEX"
8758,"AR","USA"
8760,"CR","CRI"
8761,"CA","USA"
8763,"HN","HND"
8764,"GA","USA"
8765,"DG","MEX"
8766,"CA","USA"
8767,"FL","USA"
8768,"TX","USA"
8769,"HN","HND"
8770,"OH","USA"
8771,"UE","ARE"
8772,"SV","SLV"
8773,"NC","USA"
8774,"NG","NGA"
8775,"KY","USA"
8776,"SV","SLV"
8777,"HN","HND"
8779,"CA","USA"
8780,"CA","USA"
8783,"MA","USA"
8784,"ON","CAN"
8785,"NC","USA"
8786,"IA","USA"
8788,"GT","GTM"
8789,"GE","GEO"
8790,"CA","USA"
8791,"CA","USA"
8792,"FL","USA"
8793,"AR","USA"
8794,"GH","GHA"
8795,"DE","USA"
8796,"MT","USA"
8797,"CA","USA"
8799,"AZ","USA"
8802,"CA","USA"
8803,"PA","USA"
8804,"FL","USA"
8805,"UE","ARE"
8806,"SV","SLV"
8807,"IN","USA"
8808,"NC","USA"
8809,"GA","USA"
8810,"MI","USA"
8811,"NY","USA"
8812,"UA","UKR"
8813,"KS","USA"
8814,"ON","CAN"
8815,"HN","HND"
8816,"IL","USA"
8818,"BE","BEN"
8819,"HN","HND"
8820,"AL","USA"
8821,"CH","MEX"
8822,"GT","GTM"
8823,"BJ","MEX"
8824,"CA","USA"
8825,"FL","USA"
8827,"CA","USA"
8828,"TX","USA"
8829,"FL","USA"
8830,"CO","USA"
8831,"GA","USA"
8832,"AF","AFG"
8833,"AL","USA"
8834,"MN","USA"
8836,"CH","MEX"
8837,"GT","GTM"
8839,"CR","CRI"
8841,"NJ","USA"
8842,"CA","USA"
8843,"GA","USA"
8844,"GH","GHA"
8845,"CA","USA"
8846,"GA","USA"
8847,"FL","USA"
8848,"VA","USA"
8849,"AB","CAN"
8850,"NJ","USA"
8851,"IL","USA"
8852,"CA","USA"
8854,"IL","USA"
8856,"NG","NGA"
8858,"GE","GEO"
8860,"IL","USA"
8861,"BS","BHS"
8863,"GH","GHA"
8864,"DU","DEU"
8866,"GT","GTM"
8867,"MI","USA"
8868,"  ","   "
8869,"AB","CAN"
8870,"GA","USA"
8871,"AK","USA"
8872,"FL","USA"
8873,"SC","USA"
8874,"AK","USA"
8875,"CA","USA"
8877,"AR","USA"
8878,"UE","ARE"
8880,"FL","USA"
8881,"GT","GTM"
8882,"IL","USA"
8884,"GA","USA"
8885,"CA","USA"
8886,"AZ","USA"
8888,"KY","USA"
8889,"CO","USA"
8890,"AZ","USA"
8891,"CO","USA"
8892,"BS","BHS"
8893,"GT","GTM"
8894,"NC","USA"
8895,"LA","USA"
8897,"GT","GTM"
8898,"BJ","MEX"
8901,"TM","MEX"
8902,"BJ","MEX"
8903,"CA","USA"
8905,"AZ","USA"
8906,"GT","GTM"
8907,"GT","GTM"
8908,"NG","NGA"
8909,"UT","USA"
8910,"CT","USA"
8913,"CT","USA"
8914,"FL","USA"
8915,"  ","   "
8916,"SA","MEX"
8917,"RB","BLR"
8918,"KY","USA"
8920,"FL","USA"
8921,"NM","USA"
8922,"NC","USA"
8923,"AB","CAN"
8924,"CH","MEX"
8925,"FL","USA"
8926,"FL","USA"
8927,"FL","USA"
8928,"AZ","USA"
8929,"FL","USA"
8930,"FL","USA"
8931,"CA","USA"
8932,"FL","USA"
8933,"FL","USA"
8934,"FL","USA"
8935,"NJ","USA"
8936,"BJ","MEX"
8937,"FL","USA"
8938,"FL","USA"
8939,"CA","USA"
8940,"FL","USA"
8941,"FL","USA"
8942,"FL","USA"
8943,"FL","USA"
8944,"FL","USA"
8945,"CH","MEX"
8946,"FL","USA"
8947,"FL","USA"
8949,"CH","MEX"
8950,"FL","USA"
8951,"FL","USA"
8952,"AZ","USA"
8953,"FL","USA"
8954,"AL","USA"
8955,"NC","USA"
8956,"FL","USA"
8957,"FL","USA"
8958,"FL","USA"
8959,"FL","USA"
8960,"FL","USA"
8961,"BJ","MEX"
8962,"FL","USA"
8963,"FL","USA"
8964,"FL","USA"
8965,"TX","USA"
8967,"FL","USA"
8968,"GH","GHA"
8969,"FL","USA"
8970,"OK","USA"
8971,"FL","USA"
8973,"FL","USA"
8974,"FL","USA"
8977,"CA","USA"
8978,"FL","USA"
8979,"AR","USA"
8980,"FL","USA"
8981,"BC","CAN"
8982,"FL","USA"
8983,"FL","USA"
8984,"FL","USA"
8985,"NC","USA"
8986,"FL","USA"
8987,"FL","USA"
8988,"FL","USA"
8989,"FL","USA"
8990,"FL","USA"
8992,"FL","USA"
8993,"TM","MEX"
8994,"TN","USA"
8995,"SV","SLV"
8996,"FL","USA"
8997,"CA","USA"
9000,"OH","USA"
9001,"NC","USA"
9003,"UA","UKR"
9004,"PA","USA"
9005,"GT","GTM"
9006,"CA","USA"
9007,"MI","USA"
9010,"KY","USA"
9011,"CA","USA"
9012,"FL","USA"
9014,"TX","USA"
9015,"AL","USA"
9016,"CA","USA"
9017,"CA","USA"
9018,"SC","USA"
9020,"MI","USA"
9021,"CR","CRI"
9022,"MI","USA"
9024,"NE","USA"
9025,"CA","USA"
9027,"FL","USA"
9028,"GT","GTM"
9030,"GA","USA"
9031,"CR","CRI"
9033,"DU","DEU"
9034,"AR","USA"
9036,"UT","USA"
9038,"OR","USA"
9039,"FL","USA"
9040,"NY","USA"
9042,"FL","USA"
9043,"IN","USA"
9044,"TX","USA"
9045,"CH","MEX"
9046,"IL","USA"
9047,"MD","USA"
9048,"FL","USA"
9050,"FL","USA"
9051,"SA","MEX"
9052,"BS","BHS"
9053,"CA","USA"
9054,"AL","USA"
9056,"CA","USA"
9057,"CH","MEX"
9059,"JN","JOR"
9060,"NG","NGA"
9062,"FL","USA"
9064,"FL","USA"
9065,"FL","USA"
9066,"AZ","USA"
9067,"CA","USA"
9068,"AR","USA"
9069,"  ","   "
9070,"QC","CAN"
9071,"NJ","USA"
9073,"GE","GEO"
9074,"CA","USA"
9075,"TX","USA"
9076,"FL","USA"
9077,"FL","USA"
9079,"TX","USA"
9080,"FL","USA"
9083,"TX","USA"
9085,"GA","USA"
9086,"MD","USA"
9087,"CA","USA"
9089,"TX","USA"
9090,"FL","USA"
9091,"FL","USA"
9092,"MO","USA"
9093,"IL","USA"
9094,"BZ","BLZ"
9095,"IL","USA"
9096,"AL","USA"
9098,"CA","USA"
9101,"CA","USA"
9103,"FL","USA"
9104,"NC","USA"
9105,"NY","USA"
9106,"OH","USA"
9107,"NG","NGA"
9109,"KY","USA"
9110,"KY","USA"
9112,"FL","USA"
9113,"GT","GTM"
9114,"CA","USA"
9115,"AB","CAN"
9116,"NG","NGA"
9117,"MS","USA"
9118,"GT","GTM"
9119,"CA","USA"
9121,"MD","USA"
9122,"OH","USA"
9123,"MN","USA"
9124,"LY","LBY"
9125,"JN","JOR"
9126,"CA","USA"
9127,"TM","MEX"
9128,"ID","USA"
9130,"FL","USA"
9131,"CR","CRI"
9132,"BE","BEN"
9133,"LY","LBY"
9135,"SV","SLV"
9136,"OH","USA"
9137,"GH","GHA"
9138,"CA","USA"
9139,"NC","USA"
9140,"IL","USA"
9141,"IL","USA"
9142,"IL","USA"
9143,"BJ","MEX"
9144,"IL","USA"
9147,"FL","USA"
9148,"FL","USA"
9151,"OK","USA"
9152,"FL","USA"
9153,"CO","USA"
9154,"AB","CAN"
9155,"NM","USA"
9156,"TX","USA"
9157,"GT","GTM"
9158,"AR","USA"
9159,"PA","USA"
9160,"TX","USA"
9161,"OR","USA"
9163,"HN","HND"
9164,"MI","USA"
9165,"AF","AFG"
9166,"TX","USA"
9167,"FL","USA"
9168,"FL","USA"
9169,"OR","USA"
9170,"IL","USA"
9171,"TX","USA"
9172,"IL","USA"
9175,"WV","USA"
9176,"MS","USA"
9177,"SV","SLV"
9178,"IQ","IRQ"
9179,"HN","HND"
9180,"NM","USA"
9181,"MI","USA"
9183,"BO","BOL"
9184,"ON","CAN"
9185,"LB","LBN"
9186,"CA","USA"
9187,"FL","USA"
9188,"IA","USA"
9189,"AR","USA"
9190,"YE","YEM"
9191,"CA","USA"
9192,"IL","USA"
9193,"CA","USA"
9194,"AB","CAN"
9195,"CH","MEX"
9196,"GO","GAB"
9197,"AR","USA"
9199,"IL","USA"
9200,"GE","GEO"
9201,"GT","GTM"
9202,"IL","USA"
9204,"TX","USA"
9205,"LY","LBY"
9206,"PL","POL"
9211,"TX","USA"
9213,"CA","USA"
9214,"AZ","USA"
9215,"IL","USA"
9216,"FL","USA"
9217,"CA","USA"
9218,"PA","USA"
9219,"AB","CAN"
9220,"AB","CAN"
9221,"CA","USA"
9222,"TX","USA"
9223,"KY","USA"
9225,"HN","HND"
9226,"SC","USA"
9227,"PA","USA"
9228,"HN","HND"
9229,"CA","USA"
9230,"AZ","USA"
9232,"FL","USA"
9233,"TN","USA"
9237,"ME","USA"
9239,"CA","USA"
9240,"AR","USA"
9243,"AL","USA"
9245,"NG","NGA"
9246,"FL","USA"
9247,"NC","USA"
9248,"GT","GTM"
9249,"CA","USA"
9250,"FL","USA"
9251,"GA","USA"
9252,"FL","USA"
9254,"SV","SLV"
9255,"NG","NGA"
9256,"FL","USA"
9257,"BS","BHS"
9259,"AR","USA"
9260,"NJ","USA"
9261,"CH","MEX"
9262,"CA","USA"
9263,"GE","GEO"
9265,"NG","NGA"
9266,"IL","USA"
9267,"CA","USA"
9268,"AL","USA"
9269,"IL","USA"
9271,"FL","USA"
9272,"IN","USA"
9273,"FL","USA"
9274,"GT","GTM"
9275,"CR","CRI"
9276,"HN","HND"
9277,"MI","USA"
9278,"IL","USA"
9279,"AB","CAN"
9280,"TN","USA"
9281,"CH","MEX"
9282,"NJ","USA"
9283,"BJ","MEX"
9284,"PA","USA"
9286,"MO","USA"
9287,"LY","LBY"
9288,"KS","USA"
9289,"MX","MEX"
9290,"AZ","USA"
9292,"CO","USA"
9293,"MI","USA"
9294,"UE","ARE"
9295,"AJ","AZB"
9298,"FL","USA"
9299,"CH","MEX"
9300,"IL","USA"
9301,"IL","USA"
9302,"AZ","USA"
9303,"LA","USA"
9305,"YC","MEX"
9307,"AB","CAN"
9308,"PA","USA"
9313,"GT","GTM"
9315,"NE","USA"
9316,"FL","USA"
9317,"MO","USA"
9318,"MO","USA"
9319,"FL","USA"
9320,"GN","MEX"
9321,"GH","GHA"
9322,"TX","USA"
9323,"CR","CRI"
9326,"HN","HND"
9327,"AA","ALB"
9328,"LB","LBN"
9329,"CA","USA"
9332,"GT","GTM"
9333,"NV","USA"
9335,"HN","HND"
9336,"CO","USA"
9337,"FL","USA"
9338,"CO","USA"
9339,"CO","USA"
9341,"FL","USA"
9342,"TX","USA"
9343,"SC","USA"
9346,"NY","USA"
9347,"IL","USA"
9348,"IL","USA"
9349,"SV","SLV"
9350,"MN","USA"
9351,"FL","USA"
9352,"ID","USA"
9353,"CR","CRI"
9354,"CA","USA"
9355,"NC","USA"
9356,"LA","USA"
9357,"TX","USA"
9359,"IL","USA"
9360,"FL","USA"
9361,"CO","USA"
9363,"CA","USA"
9365,"KY","USA"
9366,"PA","USA"
9368,"CA","USA"
9369,"BC","CAN"
9371,"IL","USA"
9374,"UE","ARE"
9376,"CA","USA"
9377,"CA","USA"
9379,"SN","MEX"
9380,"PA","USA"
9381,"CA","USA"
9383,"  ","   "
9384,"CA","USA"
9385,"BE","BEN"
9386,"FL","USA"
9388,"TX","USA"
9389,"TX","USA"
9390,"MO","USA"
9391,"PU","PER"
9392,"OK","USA"
9393,"AZ","USA"
9395,"PA","USA"
9397,"MI","USA"
9398,"NG","NGA"
9399,"MD","USA"
9400,"MN","USA"
9402,"GA","USA"
9405,"BJ","MEX"
9406,"TX","USA"
9407,"MI","USA"
9409,"OH","USA"
9410,"LY","LBY"
9411,"FL","USA"
9412,"AL","USA"
9413,"GT","GTM"
9414,"CA","USA"
9415,"FL","USA"
9417,"GT","GTM"
9418,"TX","USA"
9419,"FL","USA"
9420,"KY","USA"
9421,"NC","USA"
9422,"FL","USA"
9423,"GN","MEX"
9424,"NJ","USA"
9425,"IL","USA"
9426,"NJ","USA"
9427,"MI","USA"
9429,"BJ","MEX"
9431,"GA","USA"
9432,"GH","GHA"
9434,"NY","USA"
9435,"NG","NGA"
9436,"CO","USA"
9437,"FL","USA"
9439,"TX","USA"
9441,"FL","USA"
9442,"FL","USA"
9443,"LA","USA"
9444,"OH","USA"
9445,"CH","MEX"
9446,"AR","USA"
9447,"CA","USA"
9448,"FL","USA"
9449,"AB","CAN"
9450,"FL","USA"
9451,"TX","USA"
9452,"CA","USA"
9453,"PA","USA"
9454,"LA","USA"
9455,"NC","USA"
9456,"AM","ARM"
9457,"AZ","USA"
9458,"AR","USA"
9459,"FL","USA"
9460,"  ","   "
9461,"IL","USA"
9462,"IL","USA"
9463,"FL","USA"
9464,"CA","USA"
9465,"MT","USA"
9466,"NY","USA"
9467,"FL","USA"
9468,"BO","BOL"
9469,"PA","USA"
9470,"IL","USA"
9471,"AR","USA"
9472,"MA","USA"
9473,"BC","CAN"
9474,"ON","CAN"
9476,"NJ","USA"
9477,"NC","USA"
9478,"FL","USA"
9479,"JL","MEX"
9480,"MO","USA"
9481,"AZ","USA"
9482,"FL","USA"
9483,"CH","MEX"
9485,"SC","USA"
9486,"NJ","USA"
9487,"CA","USA"
9488,"AR","USA"
9492,"KY","USA"
9493,"AL","USA"
9494,"FL","USA"
9495,"TN","USA"
9496,"AL","USA"
9497,"FL","USA"
9498,"NY","USA"
9499,"OK","USA"
9500,"BE","BEN"
9502,"KY","USA"
9503,"PA","USA"
9504,"FL","USA"
9505,"TX","USA"
9506,"HI","USA"
9508,"RI","USA"
9509,"CO","USA"
9510,"CA","USA"
9511,"FL","USA"
9512,"OR","USA"
9515,"FL","USA"
9517,"CA","USA"
9518,"NC","USA"
9519,"CR","CRI"
9520,"CH","MEX"
9521,"AB","CAN"
9522,"NM","USA"
9523,"FL","USA"
9525,"KY","USA"
9526,"AK","USA"
9529,"TX","USA"
9530,"KS","USA"
9531,"PN","PAN"
9533,"WA","USA"
9534,"TX","USA"
9535,"FL","USA"
9536,"AL","USA"
9537,"MO","USA"
9538,"IA","USA"
9541,"UE","ARE"
9543,"CO","USA"
9545,"NJ","USA"
9546,"AZ","USA"
9547,"AB","CAN"
9548,"CA","USA"
9549,"TX","USA"
9550,"AL","USA"
9552,"AZ","USA"
9553,"OR","USA"
9554,"GH","GHA"
9555,"KY","USA"
9556,"NG","NGA"
9558,"TX","USA"
9559,"MI","USA"
9560,"CO","USA"
9561,"UA","UKR"
9562,"MD","USA"
9563,"IL","USA"
9565,"BO","BOL"
9567,"CA","USA"
9568,"BC","CAN"
9569,"CA","USA"
9570,"CA","USA"
9572,"CH","MEX"
9573,"FL","USA"
9574,"FL","USA"
9577,"NJ","USA"
9578,"FL","USA"
9581,"OH","USA"
9582,"HN","HND"
9584,"FL","USA"
9585,"AW","ABW"
9586,"AB","CAN"
9587,"IN","USA"
9589,"FL","USA"
9590,"FL","USA"
9591,"UE","ARE"
9592,"FL","USA"
9594,"CH","MEX"
9595,"CA","USA"
9596,"CA","USA"
9597,"FL","USA"
9598,"FL","USA"
9599,"KY","USA"
9600,"CA","USA"
9601,"IL","USA"
9602,"TX","USA"
9603,"HN","HND"
9604,"MI","USA"
9605,"OH","USA"
9606,"CA","USA"
9608,"KM","KHM"
9609,"OH","USA"
9611,"HN","HND"
9612,"AF","AFG"
9613,"GA","USA"
9614,"AL","USA"
9615,"KY","USA"
9616,"FL","USA"
9617,"CT","USA"
9618,"SV","SLV"
9619,"CA","USA"
9620,"GA","USA"
9621,"JN","JOR"
9622,"NC","USA"
9623,"MA","USA"
9624,"LA","USA"
9625,"IN","USA"
9627,"LY","LBY"
9629,"FL","USA"
9630,"FL","USA"
9631,"SV","SLV"
9632,"AZ","USA"
9633,"OH","USA"
9634,"KY","USA"
9635,"SV","SLV"
9636,"CA","USA"
9637,"UE","ARE"
9638,"WA","USA"
9639,"CA","USA"
9640,"AB","CAN"
9641,"GA","USA"
9642,"FL","USA"
9643,"CA","USA"
9644,"CA","USA"
9645,"CA","USA"
9646,"BO","BOL"
9647,"MI","USA"
9648,"NC","USA"
9650,"FL","USA"
9651,"FL","USA"
9652,"TX","USA"
9653,"AL","USA"
9655,"PA","USA"
9657,"GT","GTM"
9659,"FL","USA"
9660,"MI","USA"
9661,"HN","HND"
9662,"GT","GTM"
9663,"JN","JOR"
9666,"MN","USA"
9667,"CA","USA"
9668,"NG","NGA"
9669,"KY","USA"
9670,"KY","USA"
9672,"BO","BOL"
9673,"GT","GTM"
9675,"TN","USA"
9677,"IA","USA"
9679,"NC","USA"
9680,"GT","GTM"
9681,"FL","USA"
9683,"AB","CAN"
9684,"AB","CAN"
9686,"FL","USA"
9687,"FL","USA"
9688,"CH","MEX"
9689,"CO","USA"
9690,"CA","USA"
9691,"TX","USA"
9692,"MS","USA"
9693,"FL","USA"
9694,"FL","USA"
9695,"MN","USA"
9696,"BS","BHS"
9701,"SV","SLV"
9702,"AZ","USA"
9705,"TX","USA"
9706,"FL","USA"
9707,"TX","USA"
9708,"CA","USA"
9711,"HN","HND"
9712,"MN","USA"
9714,"PA","USA"
9716,"GA","USA"
9717,"AB","CAN"
9719,"NE","USA"
9720,"AZ","USA"
9722,"AR","USA"
9723,"KY","USA"
9725,"CH","MEX"
9726,"FL","USA"
9727,"UE","ARE"
9729,"IL","USA"
9730,"UE","ARE"
9731,"AL","USA"
9732,"FL","USA"
9733,"FL","USA"
9734,"SC","USA"
9736,"MI","USA"
9737,"GA","USA"
9738,"GH","GHA"
9739,"CH","MEX"
9741,"NC","USA"
9742,"  ","   "
9743,"MS","USA"
9744,"ON","CAN"
9745,"BJ","MEX"
9747,"AZ","USA"
9748,"MT","USA"
9749,"CH","MEX"
9750,"GT","GTM"
9751,"GH","GHA"
9752,"SV","SLV"
9753,"AZ","USA"
9754,"GE","GEO"
9756,"FL","USA"
9758,"MD","USA"
9760,"MI","USA"
9762,"NC","USA"
9763,"GT","GTM"
9764,"KY","USA"
9765,"NM","USA"
9767,"AB","CAN"
9768,"TX","USA"
9769,"AR","USA"
9771,"SA","MEX"
